Paper Name,Link,Year,Venue
Recovering traceability links between source code and fixed bugs via patch analysis,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1987856.1987863,2011,TEFSE
Patterns of Memory Inefficiency,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-22655-7_18,2011,ECOOP
Software Module Clustering as a Multi-Objective Search Problem,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5406532,2011,IEEE Transactions on Software Engineering
Investigating the use of lexical information for software system clustering,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5741257,2011,ECSMR
Object Oriented Software Clustering Based on Community Structure,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6130702/similar#similar,2011,APSEC
REST and Web Services: In Theory and in Practice,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-1-4419-8303-9_2,2011,Chapter
Sustainable Structures in Software Implementations by Live Compliance Checking,https://www.amazon.com/Sustainable-Structures-Implementations-Experimental-Engineering/dp/3839602335,2011,Thesis
Architecture Principles: The Cornerstones of Enterprise Architecture,https://www.amazon.com/Architecture-Principles-Cornerstones-Enterprise-Engineering/dp/3642202780,2011,Book
Assuring Architectural Properties during Compositional Architecture Design,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-22045-6_10,2011,SC
Dependency profiles for software architecture evaluations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6080827,2011,ICSM
Differencing UML Models: A Domain-Specific vs. a Domain-Agnostic Method,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-35992-7_4,2011,GTTSE
A Systematic Analysis of Software Architecture Visualization Techniques,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5970175,2011,ICPC
Combining Static and Dynamic Analysis to Discover Software Vulnerabilities,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5976182,2011,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing
"Evaluating Complexity, Code Churn, and Developer Activity Metrics as Indicators of Software Vulnerabilities",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5560680,2011,IEEE Transactions on Software Engineering
Analyzing inter-application communication in Android,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1999995.2000018,2011,MobiSys
Permission re-delegation: attacks and defenses,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2028067.2028089,2011,SEC
Decision-making techniques for software architecture design: A comparative survey,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1978802.1978812,2011,ACM Computing Surveys
Annotating software documentation in semantic wikis,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2064713.2064718,2011,ESAIR
Visual software analytics for the build optimization of large-scale software systems,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s00180-011-0248-2,2011,Computational Statistics
The Architecture Of Open Source Applications,https://www.amazon.com/Architecture-Open-Source-Applications/dp/1257638017,2011,Book
Improved Similarity Measures for Software Clustering,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5741245,2011,CSMR
Evaluating software clustering using multiple simulated authoritative decompositions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6080802/footnotes#footnotes,2011,ICSM
Group Decision Support for Requirements Negotiation,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-28509-7_11,2011,UMAP
Reducing the effort of bug report triage: Recommenders for development-oriented decisions,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2000791.2000794,2011,ACM Transactions on Software Engineering and Methodology
The DOPLER meta-tool for decision-oriented variability modeling: a multiple case study,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10515-010-0076-6,2011,Automated Software Engineering
Evolution-Driven Trace Acquisition in Eclipse-Based Product Line Workspaces,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-1-4471-2239-5_9,2011,Chapter
Tailoring dynamic software product lines,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2047862.2047866,2011,GPCE
Service Orientation and Systems of Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5672519,2011,IEEE Software
REST API Design Rulebook: Designing Consistent Restful Web Service Interfaces,https://www.amazon.nl/REST-API-Design-Rulebook-Consistent/dp/1449310508,2011,Book
"The Semantic Automated Discovery and Integration (SADI) Web service Design-Pattern, API and Reference Implementation",https://www-nature-com.proxy-ub.rug.nl/articles/npre.2011.6550.1,2011,Nature Precedings
MACs: Mining API code snippets for code reuse,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0957417410013849?via%3Dihub,2011,Expert Systems with Applications
Cross-library API recommendation using web search engines,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2025113.2025197,2011,ESEC-FSE
Automated extraction of architecture-level performance models of distributed component-based systems,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1109/ASE.2011.6100052,2011,ASE
Explicit use-case representation in object-oriented programming languages,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2047849.2047856,2011,DLS
A top-down approach to construct execution views of large software-intensive system,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/10.1002/smr.577,2011,Journal of Software: Evolution and Process
Are change metrics good predictor for an evolving software product line?,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2020390.2020397,2011,PROMISE
BugCache for inspections: hit or miss?,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2025113.2025157,2011,ESEC/FSE
Using source code metrics to predict change-prone Java interfaces,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6080797,2011,ICSM
Assessing architectural evolution: a case study,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-011-9164-x,2011,Empirical Software Engineering
Interactive Transformations from Object-Oriented Models to Component-Based Models,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-35743-5_7,2011,FACS
Knowledge Discovery Metamodel-ISO/IEC 19506: A standard to modernize legacy systems,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0920548911000183,2011,Computer Standards & Interfaces
Crossing the boundaries while analyzing heterogeneous component-based software systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6080786,2011,ICSM
Stuxnet worm impact on industrial cyber-physical system security,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6120048,2011,IECON
Transforming trace information in architectural documents into re-usable and effective traceability links,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1988676.1988685,2011,SHARK
Multilevel Analysis: An Introduction To Basic And Advanced Multilevel Modeling,https://www.amazon.com/Multilevel-Analysis-Introduction-Advanced-Modeling/dp/184920201X,2011,Book
Algorithms for Hyper-Parameter Optimization,https://proceedings.neurips.cc/paper_files/paper/2011/hash/86e8f7ab32cfd12577bc2619bc635690-Abstract.html,2011,
Detecting software modularity violations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6032480,2011,ICSE
Tracing architectural concerns in high assurance systems (NIER track),https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1985793.1985942,2011,ICSE
How do programmers ask and answer questions on the web?: NIER track,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6032523,2011,ICSE
Tracing architecturally significant requirements: a decision-centric approach,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1985793.1986014,2011,ICSE
Detecting architecturally-relevant code smells in evolving software systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6032597,2011,ICSE
Evolve: tool support for architecture evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6032587,2011,ICSE
Software Architecture in Practice,https://pdfcoffee.com/software-architecture-in-practice-3-pdf-free.html,2012,Book
Are automatically-detected code anomalies relevant to architectural modularity? An exploratory analysis of evolving systems,https://www.researchgate.net/publication/228459961_Are_automatically-detected_code_anomalies_relevant_to_architectural_modularity_An_exploratory_analysis_of_evolving_systems,2012,AOSD
Technical Debt: From Metaphor to Theory and Practice,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6336722,2012,IEEE Software
Case Study Research in Software Engineering -- Guidelines and Examples,https://www.researchgate.net/publication/260246082_Case_Study_Research_in_Software_Engineering_--_Guidelines_and_Examples,2012,Book
Architectural decision identification in architectural patterns,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2361999.2362021,2012,WICSA/ECSA
Experimentation in Software Engineering,https://books.google.nl/books/about/Experimentation_in_Software_Engineering.html?id=QPVsM1_U8nkC&redir_esc=y,2012,Book
On the Evolutionary Nature of Architectural Violations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/stamp/stamp.jsp?arnumber=6385121,2012,WCRE
ADvISE: Architectural Decay in Software Evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6178893,2012,CSMR
On the Relevance of Code Anomalies for Identifying Architecture Degradation Symptoms,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6178894,2012,CSMR
Managing Technical Debt with the SQALE Method,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6279447,2012,IEEE Software
Do crosscutting concerns cause modularity problems?,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2393596.2393654,2012,FSE
Ananlysis of event processing design patterns and their performance dependency on i/o notification mechanisms,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1007/978-3-642-31202-1_6,2012,MSEPT
Patterns selection for software architecture: an approach based on quality attribute parameters,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2591028.2600819,2012,SugarLoafPLoP
The supportive effect of patterns in architecture decision recovery - A controlled experiment,https://www.researchgate.net/publication/254822231_The_supportive_effect_of_patterns_in_architecture_decision_recovery-A_controlled_experiment,2012,Science of Computer Programming
Supporting the identification of architecturally-relevant code anomalies,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6405348,2012,ICSM
A few useful things to know about machine learning,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2347736.2347755,2012,Communications of the ACM
Architecture-driven quality requirements prioritization,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6344554/footnotes#footnotes,2012,TwinPeaks
Static Detection of Loop-Invariant Data Structures,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-31057-7_32,2012,ECOOP
Input-sensitive profiling,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2254064.2254076,2012,PLDI
Finding reusable data structures,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2398857.2384690,2012,ACM SIGPLAN Notices
Understanding and detecting real-world performance bugs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2345156.2254075,2012,ACM SIGPLAN Notices
Feature-gathering dependency-based software clustering using Dedication and Modularity,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6405308,2012,ICSM
Software Clustering: Unifying Syntactic and Semantic Features,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6385107,2012,WCRE
Kieker: a framework for application performance monitoring and dynamic software analysis,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2188286.2188326,2012,ICPE
"Today's Top ""RESTful"" Services and Why They Are Not RESTful",https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-35063-4_26,2012,WISE
Controlling software architecture erosion: A survey,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121211002044?via%3Dihub,2012,Journal of Systems and Software
Extracting and Facilitating Architecture in Service-Oriented Software Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6337764,2012,WICSA-ECSA
Towards supporting the software architecture life cycle,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121211001361?via%3Dihub,2012,Journal of Systems and Software
A documentation framework for architecture decisions,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121211002755?via%3Dihub,2012,Journal of Systems and Software
Bridging the gap between software architecture rationale formalisms and actual architecture documents: An ontology-driven approach,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0167642310001218,2012,Science of Computer Programming
In Search of a Metric for Managing Architectural Technical Debt,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6337765,2012,WICSA/ECSA
A Case Study on the Evolution of a component-based Product Line,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6337756,2012,WICSA/ECSA
Evolution styles: foundations and models for software architecture evolution,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10270-012-0301-9,2012,Software & Systems Modeling
SYMDIFF: A Language-Agnostic Semantic Diff Tool for Imperative Programs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-31424-7_54,2012,CAV
PScout: analyzing the Android permission specification,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2382196.2382222,2012,CCS
