Paper Name,Link,Year,Type,Analysed,MSR,SA,MSR4SA,Rank,Data Extraction,Note,Description,
RAML-Based Mock Service Generator for Microservice Applications Testing,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-71255-0_37,2017,RuSCDays,No,No,Yes,No,,,,They propose a method that would make it easier to generate mocks for REST services by using RAML specifications of services,
A Lexical and Semantical Analysis on REST Cloud Computing APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-94959-8_16,2017,CLOSER,No,No,Yes,No,,,,"They present three main contributions: (1) a tooled approach, called CLOUDLEX, for extracting and analysing REST Cloud computing lexicons; (2) their analysis of the terms used in 16 REST APIs in 59,677 term occurrences; (3) their analysis of the linguistic (anti)patterns in more than 23,000 URIs of the 142 services of the 16 Cloud providers",
RESTful Web Services Development With a Model-Driven Engineering Approach,https://www-igi-global-com.proxy-ub.rug.nl/gateway/chapter/219984,2019,Chapter,No,No,No,No,,,,"The objective of this research and overall work is to come up with a solid, feasible and efficient engineering solution, based on Model Driven Engineering (MDE) techniques, specifically Domain Specific Languages (DSLs), to take as inputs the structural and the behavioral aspects of the business domain, and then generate the associated RESTful web services, while being compliant with the most recent version of the Open API Specification (OAS)",
Contextual understanding of microservice architecture: current and future directions,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3183628.3183631,2017,ACM SIGAPP Applied Computing Review,No,No,Yes,No,,,,This work provides a detailed analysis of the differences between Service-Oriented Architectures and Microservices and their features,
A Modular Approach to Calculate Service-Based Maintainability Metrics from Runtime Data of Microservices,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-35333-9_34,2019,PROFES,No,No,Yes,No,,,,They propose a dynamic approach to calculate service-based maintainability metrics from runtime data via distributed tracing,
API Prober -- A Tool for Analyzing Web API Features and Clustering Web APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-34986-8_6,2019,ICEBE,No,Yes,No,No,,,,"They propose a system, referred to as API Prober, that constructs an API ""dictionary""",
MuTraff: A Smart-City Multi-Map Traffic Routing Framework,https://www-mdpi-com.proxy-ub.rug.nl/1424-8220/19/24/5342,2019,Sensors,No,No,No,No,,,,"In this paper they present an innovative urban traffic routing framework and reference architecture (multimap traffic control architecture, MuTraff), which is based on the strategical generation and distribution of a set of traffic network maps (traffic weighted multimaps, TWM) to vehicle categories or fleets",
MockRest--A Generic Approach for Automated Mock Framework for REST APIs Generation,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-981-15-0146-3_24,2020,Inventive Communication and Computatinal Technologies,No,No,Yes,No,,,,The aim of this research work is to propose a generic approach in which they propose a mock framework named MockRest for REST API in Java,
Microservice transition and its granularity problem; A systematic mapping study,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/10.1002/spe.2869,2020,Software: Practice and Experience,No,No,Yes,No,,,,"In this paper, they report on a systematic mapping study that consolidates various views, approaches and activities that commonly assist in the transition to microservices",
Collecting Service-Based Maintainability Metrics from RESTful API Descriptions: Static Analysis and Threshold Derivation,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-59155-7_16,2020,ECSA,Yes,,,,,,,"It is part of the ECSA conference, so it is already analysed",
Navigational Support for Non HATEOAS-Compliant Web-Based APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-64846-6_10,2020,SummerSOC,No,No,No,No,,,,"In this paper, they introduce an approach that aims to identify transitions between resources of a Web-based API by systematically analyzing the service description only",
Unified IIot Cloud Platform for Smart Factory,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-67270-6_3,2021,Implementing Idustry 4.0,No,No,Yes,No,,,,"In this paper, they introduce a unified IIoT cloud platform to solve interoperability problems, by using Service-Oriented Architecture (SOA) within a cloud platform",
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s42979-021-00825-z,2021,SN Computer Science,No,No,Yes,No,,,,They present a model-driven workflow based on LEMMA--the Language Ecosystem for Modeling Microservice Architecture,
Which RESTful API Design Rules Are Important and How Do They Improve Software Quality? A Delphi Study with Industry Experts,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-87568-8_10,2021,SummerSOC,No,No,No,No,,,,They conducted a Delphi study in which they confronted eight Web API experts from industry with a catalog of 82 REST API design rules,
Are Developers Equally Concerned About Making Their APIs RESTful and the Linguistic Quality? A Study on Google APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-91431-8_11,2021,ICSOC,No,No,Yes,No,,,,This paper investigates whether developers are equally concerned about making their APIs RESTful while also focus on designing APIs with better linguistic quality that may facilitate their comprehension and consumption,
Standards-driven metamodel to increase retrievability of heterogeneous services,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3297280.3297527,2019,SAC,No,Yes,Yes,Yes,B,,,"In this work, they address the issue of heterogeneous services, by proposing a standards-driven Service Metamodel to extend the range of technology-compliant services able to be consumed as potential candidates",
Rest Web Services: An Elementary Learning,https://ijersonline.org/AbstractView.aspx?PID=2021-12-3-3,2021,Research Journal of Engineering and Technology,No,No,Yes,No,,,,The result of this paper can help professionals understand how REST services have been used to create a more effective website and continue to use the API to connect the mobile application and backend services,
A validation of object-oriented design metrics as quality indicators,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/544352,1996,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,,,"This paper presents the results of a study in which they empirically investigated a suite of object-oriented design metrics. More specifically, their goal is to assess these metrics as predictors of fault-prone classes and, therefore, determine whether they can be used as early quality indicators",
Empirical validation of object-oriented metrics on open source software for fault prediction,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1542070?reload=true,2005,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,Yes (Dennis),1 system but multiple versions,This paper describes how they calculated the object-oriented metrics given by Chidamber and Kemerer to illustrate how fault-proneness detection of the source code of the open source Web and e-mail suite called Mozilla can be carried out,
Tracing architectural concerns in high assurance systems (NIER track),https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1985793.1985942,2011,ICSE,No,No,Yes,No,,,,They present a decision-centric approach that focuses traceability links around the architectural decisions that have shaped the delivered system,
A tactic-centric approach for automating traceability of quality concerns,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6227153,2012,ICSE,No,Yes,Yes,Yes,A*,,1 system,In this paper they present a novel approach for automating the construction of traceability links for architectural tactics,
Stability in Software Engineering: Survey of the State-of-the-Art and Research Directions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8747478,2021,IEEE Transactions on Software Engineering,No,No,No,No,,,,They conduct a systematic literature review to analyse the state-of-the-art related to stability as a software property,
"Architecture consistency: State of the practice, challenges and requirements",https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-017-9515-3,2017,Empirical Software Engineering,No,No,Yes,No,,,,"In this paper, they empirically examine the state of practice with respect to Architecture Consistency, through interviews with nineteen experienced software engineers",
Software reflexion models: bridging the gap between source and high-level models,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/222132.222136,1995,ACM SIGSOFT Software Engineering Notes,No,No,Yes,No,,,,"This paper provides a formal characterization of reflexion models, discusses practical aspects of the approach, and relates experiences of applying the approach and tools to a number of different systems",
Controlling software architecture erosion: A survey,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121211002044?via%3Dihub,2012,Journal of Systems and Software,No,No,Yes,No,,,,This paper presents a survey of techniques and technologies that have been proposed over the years either to prevent architecture erosion or to detect and restore architectures that have been eroded,
